"DOY" "Depth" "DIP"
138 100.1 0.1006
138 115 0.0674
138 125.9 0.0605
138 150.1 0.0527
138 175.8 0.0566
138 200.2 0.09
176 7 0.13
176 9.1 0.13
176 65.6 0.14
176 105.6 0.15
176 116.5 0.17
176 174.5 0.27
176 237.7 0.57
177 7.2 0.1328
177 17 0.13
177 24.9 0.1318
177 35.5 0.12
177 45.2 0.1269
177 60.6 0.1269
177 75.5 0.1221
177 85.3 0.125
177 100 0.1201
177 115 0.1269
177 125.3 0.1396
177 150.8 0.1875
177 174.5 0.21
177 199.9 0.28
254 6.6 0.05
254 55.1 0.04
254 70.5 0.02
254 108.7 0.09
254 120.9 0.1
254 141 0.12
254 160.3 0.15
254 188.9 0.26
254 226 0.47
255 7.4 0.0576
255 17.4 0.06
255 26.9 0.0596
255 35.3 0.06
255 46.3 0.043
255 60 0.0146
255 75.1 0.0166
255 85.6 0.0283
255 100.6 0.0547
255 115.5 0.0635
255 125.9 0.0791
255 150.3 0.1172
255 175.1 0.1406
255 201.6 0.19
274 6 0.11
274 7.6 0.1
274 52 0.04
274 75.7 0.02
274 111.8 0.05
274 149 0.11
274 184.9 0.23
274 238.6 0.45
275 7.5 0.0976
275 17.5 0.1
275 26.2 0.0967
275 34.6 0.09
275 45.4 0.042
275 59.8 0.0303
275 76.7 0.04
275 84.7 0.0547
275 101.5 0.0723
275 115.9 0.0625
275 125.9 0.0615
275 150.5 0.1435
275 175.4 0.2217
275 200.3 0.32
300 7.2 0.12
300 8 0.11
300 44.5 0.1
300 82.7 0.11
300 110.9 0.14
300 164.2 0.12
300 218.8 0.22
301 6.5 0.126
301 16.2 0.12
301 25.4 0.125
301 35.5 0.12
301 45 0.126
301 60.9 0.1152
301 75 0.1035
301 85.6 0.1348
301 100.2 0.1465
301 114.8 0.1455
301 126 0.1416
301 150.2 0.1426
301 175.8 0.1386
301 199.9 0.16
330 6.9 0.07
330 7.7 0.07
330 44.6 0.04
330 85.2 0.02
330 112.2 0.08
330 157.9 0.09
330 204.4 0.17
331 6 0.0508
331 15.8 0.06
331 24.2 0.0498
331 34.6 0.05
331 45 0.0478
331 60.2 0.0508
331 74.8 0.0469
331 100.1 0.0693
331 115.2 0.0957
331 125.4 0.1074
331 149.9 0.1152
331 174.2 0.1406
331 200.7 0.2
354 7.1 0.05
354 70.5 0.04
354 85.7 0.02
354 122.4 0.1
354 155.1 0.21
354 209.6 0.41
355 6.7 0.0498
355 17.1 0.05
355 25.2 0.0478
355 35.4 0.06
355 45.6 0.0469
355 61.6 0.042
355 75.2 0.0351
355 83.6 0.04
355 100.6 0.0742
355 116.9 0.1074
355 124.9 0.1113
355 149.3 0.1387
355 175.7 0.1855
355 200.4 0.34
15 5.2 0.05
15 6.2 0.04
15 50 0.04
15 95.4 0.08
15 140 0.12
15 182.3 0.26
15 240.9 0.56
16 6.5 0.0576
16 15.4 0.05
16 25.2 0.0537
16 35 0.05
16 45.8 0.0556
16 60.8 0.0615
16 75.3 0.0635
16 85.5 0.0644
16 100.9 0.0762
16 115.5 0.1015
16 125.2 0.1133
16 150.2 0.1357
16 174.7 0.1728
16 200.3 0.33
45 5.4 0.06
45 6.1 0.05
45 43.8 0.04
45 80.8 0.03
45 98.7 0.06
45 249.7 0.6
46 6.2 0.0449
46 16 0.04
46 25 0.042
46 34.9 0.04
46 45.1 0.0391
46 60.6 0.0351
46 75.8 0.0361
46 85.7 0.0342
46 100.4 0.0488
46 116 0.0801
46 125.6 0.1133
46 150.7 0.1572
46 175.2 0.2246
46 199.8 0.37
64 7.3 0.11
64 7 0.12
64 41.9 0.07
64 83.5 0.04
64 126.2 0.05
64 164.2 0.16
64 203.7 0.3
64 240.2 0.47
65 7.5 0.1191
65 16 0.14
65 26.1 0.0801
65 35.7 0.05
65 45.6 0.0586
65 60.5 0.0488
65 75.5 0.0469
65 84.8 0.0469
65 100.6 0.0596
65 115.6 0.0849
65 125.5 0.1074
65 150.6 0.1289
65 175.1 0.168
65 199.8 0.26
100 6.4 0.08
100 4.7 0.07
100 51.4 0.06
100 99.3 0.02
100 115.2 0.02
100 158.3 0.03
100 200.1 0.05
100 225.3 0.18
101 4.9 0.082
101 15.3 0.08
101 25.3 0.081
101 34.9 0.05
101 44.7 0.0732
101 60 0.0615
101 75.1 0.0547
101 85.1 0.0469
101 99.8 0.042
101 114.9 0.043
101 124.9 0.0459
101 150.1 0.0478
101 175 0.0556
101 200.3 0.14
102 25.2 0.0781
102 45.1 0.0693
102 74.1 0.0478
102 99.9 0.042
102 124.8 0.0508
151 5.5 0.09
151 5.4 0.08
151 24.1 0.04
151 60.5 0.04
151 81 0.05
151 101.3 0.05
151 143.2 0.08
151 186 0.17
151 240.7 0.38
152 4.8 0.0781
152 14.5 0.07
152 25.6 0.0664
152 35.2 0.02
152 44.6 0.0361
152 59.6 0.0361
152 75 0.0361
152 84.3 0.0391
152 99.3 0.043
152 114.7 0.0596
152 124.9 0.0635
152 149.9 0.1211
152 175.4 0.1396
152 202.3 0.15
181 5.4 0.09
181 5 0.1
181 25.4 0.05
181 32.1 0.04
181 130.8 0.05
181 159.8 0.15
181 215.8 0.46
182 5.3 0.0752
182 15 0.08
182 24.8 0.0752
182 35.1 0.07
182 45.3 0.042
182 59.6 0.0254
182 75.5 0.0225
182 84.2 0.0351
182 99.6 0.0283
182 115.3 0.0517
182 124.8 0.0449
182 148.9 0.0889
182 174.9 0.1592
182 199.8 0.33
257 5.4 0.15
257 5.2 0.13
257 63 0.11
257 79.6 0.08
257 89.3 0.08
257 107.2 0.08
257 128.5 0.13
257 176.7 0.24
257 241.5 0.59
258 5.3 0.1348
258 15.2 0.13
258 24.7 0.1475
258 35.5 0.12
258 44.5 0.1172
258 60.8 0.0928
258 75.5 0.083
258 85.2 0.085
258 100.4 0.0879
258 115.2 0.0869
258 124.8 0.1084
258 150 0.1787
258 175.6 0.25
258 200.1 0.32
286 6.8 0.12
286 4.6 0.1
286 51 0.1
286 79.1 0.1
286 96.6 0.07
286 129.2 0.12
286 193.1 0.26
286 240.6 0.57
287 5.6 0.124
287 14.8 0.12
287 24.4 0.1221
287 34.9 0.1
287 44.6 0.1211
287 59.9 0.1191
287 75.2 0.1143
287 83.8 0.0859
287 100.1 0.083
287 115.2 0.083
287 124.7 0.1006
287 151.6 0.1367
287 175.3 0.1406
287 201.2 0.26
325 4.7 0.04
325 6.8 0.03
325 43.7 0.04
325 81.2 0.07
325 89.7 0.06
325 111.7 0.07
325 156.6 0.2
325 223.2 0.44
326 5 0.0439
326 15.1 0.04
326 25.4 0.0478
326 35.4 0.04
326 43.8 0.0459
326 60.3 0.0469
326 75.2 0.0576
326 86.3 0.0703
326 100 0.0762
326 115.5 0.0644
326 125.6 0.0762
326 150.6 0.1787
326 175 0.2539
326 201.2 0.32
350 4 0.07
351 25 0.09
351 117.4 0.11
351 126.5 0.13
351 141.8 0.14
351 205.5 0.23
351 7.8 0.0762
351 14.2 0.07
351 26.3 0.0723
351 35.6 0.07
351 45.3 0.0732
351 59.1 0.0781
351 75.5 0.0742
351 85.4 0.0742
351 100.3 0.0752
351 115.5 0.124
351 127.1 0.123
351 150.7 0.1416
351 175.6 0.1777
351 199.8 0.21
55 5.5 0.11
55 4.8 0.1
55 24.4 0.09
55 75.5 0.04
55 107.6 0.05
55 142.5 0.05
55 192.1 0.2
55 236.9 0.36
56 4.8 0.1074
56 15.2 0.12
56 25 0.0937
56 35.4 0.09
56 45 0.081
56 61.1 0.0722
56 74.8 0.0693
56 86 0.0703
56 100.6 0.0615
56 114.5 0.0596
56 125.2 0.0547
56 150.2 0.0547
56 176.6 0.0674
56 199.7 0.16
89 7 0.09
89 73.3 0.12
89 138.9 0.11
89 165.3 0.16
89 172.4 0.16
89 221.5 0.22
89 5.1 0.1
89 4.5 0.1006
89 14 0.11
89 24.6 0.1045
89 35.1 0.1
89 45 0.1025
89 60 0.1025
89 74.8 0.1084
89 84.5 0.1094
89 98.9 0.0996
89 116.1 0.0957
89 123.6 0.0996
89 152.1 0.1103
89 173.8 0.1074
89 198.2 0.17
111 4.4 0.1
111 4.7 0.1
111 50.6 0.07
111 70.2 0.09
111 91.6 0.08
111 116.2 0.12
111 131.6 0.15
111 165.8 0.27
111 236.2 0.52
111 249.8 0.63
112 6 0.1104
112 14.9 0.1
112 24 0.1064
112 35.2 0.1
112 44.7 0.0937
112 59.8 0.0869
112 75.2 0.081
112 83.5 0.083
112 98.9 0.0752
112 115.7 0.0625
112 125.1 0.0762
112 149 0.1357
112 174.3 0.1875
112 200.1 0.34
143 7 0.1
143 8.2 0.09
143 86.1 0.07
143 120.7 0.06
143 163.8 0.09
143 235.2 0.24
144 4.4 0.0947
144 14.3 0.11
144 24.7 0.0976
144 34.7 0.1
144 43.6 0.0947
144 59.1 0.0957
144 75.1 0.0967
144 84.6 0.0937
144 99.9 0.0859
144 114.7 0.0732
144 125.2 0.0742
144 149.8 0.0967
144 175.2 0.1006
144 199.7 0.13
170 4.7 0.08
170 7 0.08
170 46 0.08
170 86.1 0.07
170 125.2 0.1
170 139.8 0.11
170 150.9 0.12
170 215.6 0.2
171 6.4 0.0889
171 15.3 0.1
171 24.1 0.0908
171 35.2 0.08
171 44 0.0889
171 60.2 0.0781
171 74.7 0.0791
171 84.9 0.0791
171 100.9 0.0703
171 115.6 0.0791
171 125.6 0.082
171 149.9 0.0967
171 174.5 0.1162
171 199.4 0.15
200 6.1 0.08
200 7.8 0.07
200 46.6 0.07
200 63.7 0.07
200 70.5 0.07
200 112.2 0.08
200 120.2 0.13
200 164.7 0.18
200 239.2 0.55
201 6.1 0.0752
201 14.4 0.07
201 25.7 0.0732
201 35.6 0.07
201 44.6 0.0654
201 59.7 0.0625
201 75.7 0.0713
201 84.9 0.0801
201 99.3 0.083
201 115.6 0.0771
201 125.9 0.0781
201 150.3 0.1621
201 173.6 0.1768
201 199.9 0.26
224 5.8 0.06
224 4.5 0.06
224 35.7 0.04
224 45.1 0.02
224 78.4 0.04
224 110.1 0.16
224 126.3 0.23
224 151.1 0.36
224 183.6 0.46
224 199.5 0.6
225 4.6 0.0488
225 15.5 0.05
225 25.5 0.0517
225 35.3 0.06
225 46.2 0.0215
225 60.6 0.0225
225 75.3 0.041
225 85.8 0.0391
225 100.2 0.0635
225 116 0.1328
225 125 0.1748
225 149.4 0.3175
225 176.3 0.3732
225 199.7 0.51
286 5.2 0.02
286 5.8 0.05
286 63.3 0.05
286 74.3 0.07
286 81.2 0.08
286 95.1 0.09
286 127.6 0.17
286 184.4 0.35
286 199 0.44
287 5.7 0.0391
287 15.7 0.03
287 25.1 0.0332
287 35.2 0.03
287 45 0.0322
287 59.7 0.0322
287 75.1 0.0449
287 85.2 0.0459
287 100 0.0547
287 116.6 0.0713
287 125.1 0.0976
287 149.6 0.1807
287 175.3 0.2325
287 200.5 0.39
317 6.9 0.05
317 60.6 0.04
317 70.8 0.06
317 90.7 0.09
317 125.4 0.19
317 165.1 0.27
317 203.5 0.45
317 240.1 0.69
318 4.8 0.043
318 16.3 0.06
318 24.8 0.042
318 34.6 0.04
318 44.2 0.041
318 60.1 0.041
318 74.9 0.0439
318 84.6 0.0527
318 100.7 0.0635
318 114.1 0.0947
318 124.4 0.1064
318 150 0.1856
318 174.7 0.2862
318 200.4 0.36
342 5.4 0.04
342 5.4 0.06
342 63.2 0.04
342 84.4 0.05
342 105.5 0.09
342 152.4 0.19
342 186.8 0.31
342 222 0.46
343 4.9 0.0586
343 15.4 0.06
343 24.9 0.0625
343 34.6 0.05
343 44.8 0.0596
343 61.3 0.0547
343 74.6 0.0293
343 85.4 0.0361
343 100.5 0.0664
343 116.1 0.0703
343 125.7 0.084
343 149.8 0.1367
343 175.9 0.2041
343 200.2 0.34
